Date,CSUSHPINSA,CSUSHPINSArate
2010-02-01,143.056,-0.013427308400515647
2010-03-01,143.597,0.003781735823733312
2010-04-01,145.4,0.012555972617812383
2010-05-01,147.034,0.011237964236588516
2010-06-01,147.69799999999998,0.004515962294435294
2010-07-01,147.556,-0.0009614212785546972
2010-08-01,146.41899999999998,-0.007705549079671692
2010-09-01,144.602,-0.012409591651356577
2010-10-01,143.127,-0.010200412165806805
2010-11-01,141.822,-0.009117776520153442
2010-12-01,140.634,-0.008376697550450674
2011-01-01,139.045,-0.01129883243027996
2011-02-01,137.741,-0.009378258837067
2011-03-01,137.79,0.00035574012095151986
2011-04-01,139.155,0.009906379272806465
2011-05-01,140.685,0.010994933707017429
2011-06-01,141.937,0.0088993140704412
2011-07-01,142.335,0.002804060956621557
2011-08-01,141.778,-0.00391330312291438
2011-09-01,140.16,-0.011412207817856013
2011-10-01,138.4,-0.012557077625570678
2011-11-01,136.655,-0.012608381502890231
2011-12-01,135.159,-0.010947275986974536
2012-01-01,134.165,-0.0073543012304027044
2012-02-01,134.0,-0.0012298289419743202
2012-03-01,135.871,0.013962686567164262
2012-04-01,138.477,0.019179957459649177
2012-05-01,141.05100000000002,0.018587924348447915
2012-06-01,143.168,0.015008755698293408
2012-07-01,144.27700000000002,0.0077461443898079185
2012-08-01,144.7,0.002931860241063955
2012-09-01,144.356,-0.0023773324118866457
2012-10-01,143.97,-0.0026739449693812256
2012-11-01,143.966,-2.7783566020622708e-05
2012-12-01,143.873,-0.0006459858577720912
2013-01-01,144.312,0.0030513021901261705
2013-02-01,145.158,0.005862298353566997
2013-03-01,147.958,0.019289326113614225
2013-04-01,150.972,0.02037064572378644
2013-05-01,153.868,0.019182364941843444
2013-06-01,156.439,0.01670912730392282
2013-07-01,158.3,0.011896010585595862
2013-08-01,159.408,0.00699936828806047
2013-09-01,159.684,0.0017314062029509802
2013-10-01,159.561,-0.0007702712857893257
2013-11-01,159.364,-0.0012346375367414675
2013-12-01,159.284,-0.0005019954318415953
2014-01-01,159.38,0.0006026970693855382
2014-02-01,159.89,0.0031998996109925404
2014-03-01,161.209,0.008249421477265706
2014-04-01,162.989,0.01104156715816118
2014-05-01,164.702,0.010509911711833242
2014-06-01,166.226,0.009253075251059562
2014-07-01,167.145,0.005528617665106594
2014-08-01,167.459,0.00187860839390952
2014-09-01,167.25400000000002,-0.0012241802471051333
2014-10-01,166.925,-0.001967068052184162
2014-11-01,166.678,-0.0014797064549948447
2014-12-01,166.489,-0.001133922893243211
2015-01-01,166.291,-0.0011892677594316226
2015-02-01,166.683,0.002357313384368398
2015-03-01,168.139,0.008735143955892477
2015-04-01,170.01,0.011127697916604617
2015-05-01,171.88400000000001,0.011022881006999663
2015-06-01,173.481,0.009291149845244373
2015-07-01,174.523,0.006006421452493305
2015-08-01,174.968,0.0025498071887373186
2015-09-01,175.081,0.0006458323807780886
2015-10-01,175.092,6.282806243973482e-05
2015-11-01,175.19299999999998,0.000576839604322199
2015-12-01,175.171,-0.00012557579355332305
2016-01-01,175.08900000000003,-0.00046811401430579824
2016-02-01,175.33,0.0013764428376423776
2016-03-01,176.645,0.007500142588262149
2016-04-01,178.53099999999998,0.010676781114664857
2016-05-01,180.38,0.010356744767015424
2016-06-01,181.963,0.008775917507484188
2016-07-01,183.078,0.006127619351186775
2016-08-01,183.727,0.0035449371306219835
2016-09-01,184.025,0.0016219717297947245
2016-10-01,184.107,0.0004455916315717623
2016-11-01,184.328,0.0012003889042784266
2016-12-01,184.505,0.0009602447810423964
2017-01-01,184.757,0.0013658166445353892
2017-02-01,185.122,0.0019755679081172595
2017-03-01,186.625,0.008118970192629638
2017-04-01,188.63099999999997,0.010748827863362287
2017-05-01,190.632,0.010608012468788397
2017-06-01,192.37599999999998,0.009148516513491911
2017-07-01,193.635,0.006544475402337158
2017-08-01,194.47799999999998,0.004353551785575949
2017-09-01,194.95,0.002427009738890762
2017-10-01,195.217,0.0013695819440884272
2017-11-01,195.583,0.0018748367201626426
2017-12-01,195.989,0.002075845037656787
2018-01-01,196.266,0.0014133446264841254
2018-02-01,197.058,0.004035339793953208
2018-03-01,198.727,0.008469587634097664
2018-04-01,200.767,0.010265338881983777
2018-05-01,202.62599999999998,0.009259489856400682
2018-06-01,204.231,0.007920997305380428
2018-07-01,205.15200000000002,0.0045095994241814985
2018-08-01,205.524,0.0018132896583995528
2018-09-01,205.572,0.00023354936649733204
2018-10-01,205.565,-3.40513299477152e-05
2018-11-01,205.31099999999998,-0.0012356189039963716
2018-12-01,204.903,-0.001987229130441026
2019-01-01,204.424,-0.0023376914930478554
2019-02-01,204.667,0.0011887058271045081
2019-03-01,206.03099999999998,0.006664484259797598
2019-04-01,207.96,0.009362668724609557
2019-05-01,209.614,0.007953452587035947
2019-06-01,210.864,0.005963342143177508
2019-07-01,211.627,0.003618446012595866
2019-08-01,212.015,0.0018334144508969086
2019-09-01,212.207,0.0009055963021484814
2019-10-01,212.426,0.0010320111966146683
2019-11-01,,
2019-12-01,,
2020-01-01,,
